tfm_id,tfm_desc,site_desc,longitude,latitude,tfm_typ_de,movement_t,declared_r,local_road,aadt_all_vehicles,aadt_truck,percent_trucks,last_year
10119,DUBLIN RD 50M AFTER KNAITH RD,DUBLIN RD 50M AFTER KNAITH RD,145.24754131651778,-37.81428999568705,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,DUBLIN ROAD,0,0,0.0,0
17367,MELBOURNE RD 100M BEFORE FERGUSON ST,MELBOURNE RD 100M BEFORE FERGUSON ST,144.8935405943917,-37.857860498651455,INTERSECTION,Scheduled PubTpt Bus flow,WILLIAMSTOWN ROAD,MELBOURNE ROAD,0,0,0.0,0
37168,WILLESDEN RD SE OF POATH RD,POATH RD/RAILWAY PDE/WILLESDEN RD,145.07730905276756,-37.89450911967616,INTERSECTION,All Moves,Missing Data,WILLESDEN ROAD,960,0,0.0,2011
10208,SOUTH RD AT ALEX AVE,SOUTH RD AT ALEX AVE,145.07077190454547,-37.93751317562272,INTERSECTION,Scheduled PubTpt Bus flow,SOUTH ROAD,SOUTH ROAD,0,0,0.0,0
28428,CADBURY ENT N OF CANTERBURY RD,CANTERBURY/CADBURY SCHWEPPES E,145.2217351981018,-37.83238466576007,INTERSECTION,All Moves,CANTERBURY ROAD,CANTERBURY ROAD,0,0,0.0,0
25580,BROWNS RD W BD BTW WEEROONA ST & SPRINGS LA,BROWNS RD BTW WEEROONA ST & SPRINGS LA,144.8366700031828,-38.39477222008903,MIDBLOCK,All Moves,Missing Data,BROWNS ROAD,2100,180,0.09,2008
10486,BLYTH ST 10M AFTER NICHOLSON ST,BLYTH ST 10M AFTER NICHOLSON ST,144.9798827050482,-37.76731198789997,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,BLYTH STREET,0,0,0.0,0
11782,GLENEADIE AV AT BADGER CREEK RD,GLENEADIE AV AT BADGER CREEK RD,145.53221319850894,-37.681326002138526,INTERSECTION,Scheduled PubTpt Bus flow,DONNA BUANG ROAD,BADGER CREEK ROAD,0,0,0.0,0
10127,BELL ST AT VICTORIA ST,BELL ST AT VICTORIA ST,145.01729789908407,-37.74671649337109,INTERSECTION,Scheduled PubTpt Bus flow,STATE (BELL/SPRINGVALE) HIGHWAY,BELL STREET,0,0,0.0,0
36886,CALDER HWY NW of KARADOC AVE,CALDER HWY & KARADOC AVE,142.16249089207977,-34.22856741184223,INTERSECTION,All Moves,CALDER HIGHWAY,FIFTEENTH STREET,4200,240,0.06,1993
29488,PHE SERVICE RD NE OF DAWSON ST DEPARTURE,PRINCES HWY EAST N OF DAWSON ST DEPARTURE,147.06883324530716,-38.09368349339274,INTERSECTION,All Moves,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,0,0,0.0,0
10079,BOUNDARY RD AT JOFFRE RD,BOUNDARY RD AT JOFFRE RD,144.93967540640213,-37.716821926694905,INTERSECTION,Scheduled PubTpt Bus flow,BOUNDARY ROAD,BOUNDARY ROAD,0,0,0.0,0
24312,DYNON RD BTW LLOYD ST & KENSINGTON RD,DYNON RD BTW LLOYD ST & KENSINGTON RD,144.91639999984855,-37.801685277419594,INTERSECTION,All Moves,DYNON ROAD,DYNON ROAD,0,0,0.0,0
16409,MT. DANDENONG RD 30M BEFORE CARCOOLA RD,MT. DANDENONG RD 30M BEFORE CARCOOLA RD,145.2577304945723,-37.80194444199656,INTERSECTION,Scheduled PubTpt Bus flow,MOUNT DANDENONG ROAD,MT DANDENONG ROAD,0,0,0.0,0
18566,SALMON ST N BD S OF TURNER ST,SALMON ST S OF TURNER ST,144.92196659159825,-37.825204901493066,INTERSECTION,All Moves,Missing Data,SALMON STREET,8500,0,0.0,2003
8463,CENTRE RD 30M OPP ORMOND RD,CENTRE RD 30M OPP ORMOND RD,145.11197279996304,-37.9276853854481,INTERSECTION,Scheduled PubTpt Bus flow,CENTRE ROAD,CENTRE ROAD,0,0,0.0,0
7970,KIEWA VALLEY HWY N BD NORTH OF DEDERANG RD,KIEWA VALLEY HWY NORTH OF DEDERANG RD,146.9978662720453,-36.45422639181351,MIDBLOCK,All Moves,KIEWA VALLEY HIGHWAY,KIEWA VALLEY HIGHWAY,0,0,0.0,0
27656,ACCESS RD SE OF DIAMOND CREEK RD,DIAMOND CREEK RD/PLENTY RIVER DR,145.11881515507463,-37.6838496735684,INTERSECTION,All Moves,HEIDELBERG-KINGLAKE ROAD,DIAMOND CREEK ROAD,0,0,0.0,0
10077,BURWOOD HWY 15M BEFORE WESTLEY ST,BURWOOD HWY 15M BEFORE WESTLEY ST,145.28123580460505,-37.88393701802213,INTERSECTION,Scheduled PubTpt Bus flow,BURWOOD HIGHWAY,BURWOOD HIGHWAY,0,0,0.0,0
8722,STEPHENSONS RD 80M AFTER HIGH ST RD,STEPHENSONS RD 80M AFTER HIGH ST RD,145.13027103513116,-37.86890520009949,INTERSECTION,Scheduled PubTpt Bus flow,DONCASTER-MORDIALLOC ROAD,STEPHENSONS ROAD,0,0,0.0,0
15826,SOUTH RD 10M BEFORE BRADY RD,SOUTH RD 10M BEFORE BRADY RD,145.06443511071413,-37.93682474216317,INTERSECTION,Scheduled PubTpt Bus flow,SOUTH ROAD,SOUTH ROAD,0,0,0.0,0
43030,PLENTY RD SE OF LIVINGSTONE PDE,PLENTY RD/TRAM DEPOT/LIVINGSTONE PDE,145.00664508941972,-37.74501389985099,INTERSECTION,All Moves,WHITTLESEA ROAD,PLENTY ROAD,10000,0,0.0,1997
24526,METROPOLITAN RING RD EAST BND E OF EDGARS RD,EDGARS RD & METROPOLITAN RING RD EAST BND RAMPS,145.00478539014583,-37.686432120201545,INTERSECTION,On Ramp,5000B 2880F,EDGARS-METROPOLITAN RING OUT RAMP ON,0,0,0.0,0
24410,MCCARTIN ST SWBD BTW BAIR ST & ANDERSON ST,MCCARTIN ST NBTW BAIR ST & ANDERSON ST,145.94649967002712,-38.4761508737836,MIDBLOCK,All Moves,SOUTH GIPPSLAND HIGHWAY,MCCARTIN STREET,5800,540,0.09,2012
10360,DORCAS ST 5M AFTER IFFLA ST,DORCAS ST 5M AFTER IFFLA ST,144.9504505899312,-37.83592268286878,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,DORCAS STREET,0,0,0.0,0
8851,KOROROIT CREEK RD E OF BURNS RD,KOROROIT CREEK RD/BURNS RD,144.79910410472735,-37.84586320728259,INTERSECTION,All Moves,KOROROIT CREEK ROAD,KOROROIT CREEK ROAD,0,0,0.0,0
11167,ORFORD ST N BD BTWN MARIBYRNONG RD & WAVERLEY ST,ORFORD ST BTWN MARIBYRNONG RD & WAVERLEY ST,144.9045160336895,-37.76833210212373,INTERSECTION,Scheduled PubTpt Bus flow,WAVERLEY STREET,ORFORD STREET,0,0,0.0,0
19758,MAHONEYS RD EB R/TURN TO PIPEWORKS MEDIAN CARPARK,MAHONEYS RD R/TURN TO PIPEWORKS MEDIAN CARPARK,144.9681053012557,-37.690645295550524,INTERSECTION,Incomplete Through,Missing Data,MAHONEYS ROAD,110,0,0.0,1996
8969,PLENTY RD NE BD BTWN KINGSBURY DR & GRIMSHAW ST,PLENTY RD NBTWN KINGSBURY DR & GRIMSHAW ST,145.04914822974223,-37.71058773832634,INTERSECTION,Scheduled PubTpt Tram flow,PLENTY VALLEY HIGHWAY,PLENTY ROAD,0,0,0.0,0
23119,WESTERN HWY WBD E OF SERVICETON NORTH-TELOPEA DOWNS RD,WESTERN HWY E OF SERVICETON NORTH-TELOPEA DOWNS RD,140.97574080461257,-36.34577487053755,MIDBLOCK,All Moves,WESTERN HIGHWAY,WESTERN HIGHWAY,1100,400,0.34,2013
9780,STEPHENSONS RD 50M OPP WAGSTAFF ST,STEPHENSONS RD 50M OPP WAGSTAFF ST,145.12696163263732,-37.88674389721074,INTERSECTION,Scheduled PubTpt Bus flow,DONCASTER-MORDIALLOC ROAD,STEPHENSONS ROAD,0,0,0.0,0
13651,LYNTON PL N OF FERNTREE GULLY RD,FERNTREE GULLY RD/LYNTON PL/JANINE RD,145.23032904846755,-37.89876929647271,INTERSECTION,All Moves,Missing Data,LYNTON PLACE,0,0,0.0,0
30522,WRR INBOUND 640 M NTH OF FITZGERALD RD,SVO_Map_LTD:513||SITE DESC: PENLINK SOUTH OF EASTLINK,144.78732515210277,-37.79152702651635,INTERSECTION,Missing Data,WESTERN RING ROAD,WESTERN RING ROAD,0,0,0.0,0
7935,LOWER DANDENONG RD 30M BEFORE WOODLANDS DR,LOWER DANDENONG RD 30M BEFORE WOODLANDS DR,145.11789711211523,-37.98767531707557,INTERSECTION,Scheduled PubTpt Bus flow,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,LOWER DANDENONG ROAD,0,0,0.0,0
8085,GORDON ST N OF MITCHELL ST,GORDON ST/MITCHELL ST/MONASH ST/EDGEWATER BLVD,144.89147616708377,-37.77986328063635,INTERSECTION,All Moves,GORDON STREET,GORDON STREET,8000,0,0.0,2009
10206,PLUMPTON AV 20M AFTER WHEATSHEAF RD,PLUMPTON AV 20M AFTER WHEATSHEAF RD,144.92185077064883,-37.7082814069097,INTERSECTION,Scheduled PubTpt Bus flow,PLUMPTON AVENUE,PLUMPTON AVENUE,0,0,0.0,0
40020,WHITEHORSE RD W BD W of UNION RD,UNION RD N OF WHITEHORSE RD,145.098864314412,-37.8149505214157,INTERSECTION,All Moves,WHITEHORSE ROAD,WHITEHORSE ROAD,10000,300,0.03,1998
9159,BOURKE ST NE OF SPENCER ST,SPENCER ST/BOURKE ST,144.95573388485198,-37.81638258400733,INTERSECTION,All Moves,Missing Data,BOURKE STREET,0,0,0.0,0
33963,HIGH ST S OF DAREBIN RD,DAREBIN RD & HIGH ST,144.99929250274923,-37.76628989616428,INTERSECTION,All Moves,Missing Data,HIGH STREET,0,0,0.0,0
31998,TUCKER ST S OF FELLMONGERS RD,BREAKWATER/FELLMONGERS,144.36709655006499,-38.18082459023909,INTERSECTION,All Moves,TUCKER STREET,TUCKER STREET,2800,0,0.0,2013
21715,CAMP RD E OF MAIN RD,CAMP RD/MAIN RD,144.94072471608922,-37.68777992921764,INTERSECTION,All Moves,BROADMEADOWS-TULLAMARINE ROAD,CAMP ROAD,12000,0,0.0,2012
18971,SPRINGVALE RD N BD S OF HAROLD RD,SPRINGVALE RD S OF HAROLD RD,145.1475735331887,-37.975452701229344,INTERSECTION,All Moves,STATE (BELL/SPRINGVALE) HIGHWAY,SPRINGVALE ROAD,14000,0,0.0,1995
13942,HIGH ST 25M AFTER NAMUR ST,HIGH ST 25M AFTER NAMUR ST,145.05919897358655,-37.79557975827163,INTERSECTION,Scheduled PubTpt Bus flow,HIGH STREET,HIGH STREET,0,0,0.0,0
15831,MT. DANDENONG RD 15M AFTER ROSS RD,MT. DANDENONG RD 15M AFTER ROSS RD,145.26570209402234,-37.80022135532091,INTERSECTION,Scheduled PubTpt Bus flow,MOUNT DANDENONG ROAD,MT DANDENONG ROAD,0,0,0.0,0
31772,ST GEORGES RD SW OF HOLDEN ST DEPARTURE,ST GEORGES RD NE OF HOLDEN ST DEPARTURE,144.98526497013273,-37.78164988323784,INTERSECTION,All Moves,ST GEORGES ROAD,ST GEORGES ROAD,0,0,0.0,0
8307,ST GEORGES RD N OF NORMANBY AV TURNS ONLY,NORMANBY AV & ST GEORGES RD TURNS ONLY,144.99475298373218,-37.75370730428493,INTERSECTION,Incomplete Through,STATE (ST GEORGES) HIGHWAY,ST GEORGES ROAD,0,0,0.0,0
28622,MANNINGHAM RD SE OF WILLIAMSONS RD,MANNINGHAM RD/WILLIAMSONS RD,145.12413734872877,-37.783502789135966,INTERSECTION,All Moves,WILLIAMSONS ROAD,WILLIAMSONS ROAD,0,0,0.0,0
7753,CHELTENHAM RD 50M AFTER DINGLEY AVE,CHELTENHAM RD 50M AFTER DINGLEY AVE,145.19547167695282,-37.991581532525885,INTERSECTION,Scheduled PubTpt Bus flow,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,CHELTENHAM ROAD,0,0,0.0,0
19604,MIDLAND HWY N BD 1.2KM N OF PEPPER TREE TRACK @ 64.7KM FROM BALLARAT,MIDLAND HWY 1.2KM N OF PEPPER TREE TRACK @ 64.7KM FROM BALLARAT,144.14907742177627,-37.189608796621165,MIDBLOCK,All Moves,MIDLAND HIGHWAY,MIDLAND HIGHWAY,510,60,0.13,1997
14086,THE BOULEVARD NEBD BTWN DALTON RD & MCKIMMIES RD,THE BOULEVARD NBTWN DALTON RD & MCKIMMIES RD,145.0321552659584,-37.67611267613287,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,THE BOULEVARD,0,0,0.0,0
29244,JOHNSTON ST E OF NICHOLSON ST,ELGIN ST & JOHNSTON ST & NICHOLSON ST,144.9784696123057,-37.79833763148573,INTERSECTION,All Moves,JOHNSTON STREET,JOHNSTON STREET,0,0,0.0,0
22585,PHILLIP ISLAND RD S BD BTW VENTNOR RD & GAP RD,PHILLIP ISLAND RD BTW VENTNOR RD & GAP RD,145.2389978236693,-38.47319459690575,MIDBLOCK,All Moves,PHILLIP ISLAND ROAD,PHILLIP ISLAND ROAD,0,0,0.0,0
13731,BAYSWATER RD N OF GLEN PARK RD,BAYSWATER NR GLEN PARK RD,145.27091967108697,-37.835270212345826,INTERSECTION,All Moves,CROYDON-SCORESBY ROAD,BAYSWATER ROAD,0,0,0.0,0
8087,SPRINGFIELD RD 40M BEFORE HEPPNER ST,SPRINGFIELD RD 40M BEFORE HEPPNER ST,145.1498860088797,-37.81015944821787,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,SPRINGFIELD ROAD,0,0,0.0,0
40620,BITTERN-DROMANA RD E BD E OF STUMPY GULLY RD,BITTERN-DROMANA RD E OF STUMPY GULLY RD,145.13407079631278,-38.35350679609818,INTERSECTION,All Moves,BITTERN-DROMANA ROAD,BITTERN-DROMANA ROAD,960,0,0.0,1999
33335,PEEL ST S OF FLEMINGTON RD,ELIZABETH ST/FLEMINGTON RD/PEEL ST,144.95636000906714,-37.80380194206737,INTERSECTION,Left Missing,Missing Data,QUEENSBERRY STREET,7700,0,0.0,2011
31775,POUND RD W OF SOUTH GIPPSLAND FWY S BD OFF RAMP,POUND RD & STH GIPPSLAND FWY OFF RAMPS TO POUND RD,145.2448997859833,-38.026459548617254,INTERSECTION,All Moves,POUND ROAD,POUND ROAD,0,0,0.0,0
26785,BLACKBURN RD N OF CENTRE WAY,BLACKBURN RD/CENTRE WAY,145.14498979016852,-37.89030729477752,INTERSECTION,All Moves,BLACKBURN ROAD,BLACKBURN ROAD,0,0,0.0,0
28756,CUMBERLAND RD N OF BELL ST,BELL ST/CUMBERLAND RD,144.93786792373004,-37.73484340252546,INTERSECTION,All Moves,CUMBERLAND ROAD,CUMBERLAND ROAD,10000,0,0.0,2013
15988,QUEENS PDE NE OF SMITH ST,QUEENS PDE/SMITH ST,144.98567226042064,-37.790810152340136,INTERSECTION,All Moves,HEIDELBERG ROAD,QUEENS PARADE,11000,0,0.0,2011
19449,FRANKSTON FWY N BD N OF BEACH ST,FRANKSTON FWY N OF BEACH ST,145.13676905433923,-38.13942893360228,UNDEFINED,All Moves,FRANKSTON FREEWAY,FRANKSTON FREEWAY,29000,1300,0.04,1999
32185,CENTRAL AV BTW MERTON ST AND SKEHAN BVD,CENTRAL AV BTW MERTON ST AND SKEHAN BVD,144.769692001045,-37.87092170673713,INTERSECTION,All Moves,CENTRAL AVENUE,CENTRAL AVENUE,0,0,0.0,0
34361,PRINCES HWY SW OF AIRFIELD RD,PRINCES HWY/AIRFIELD RD,146.47994896112098,-38.21540000053712,INTERSECTION,All Moves,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,0,0,0.0,0
24723,OHERNS RD W BD BTWN GREAT BROME AV & EPPING RD,OHERNS RD BTWN GREAT BROME AV & EPPING RD,145.0240870114963,-37.63739399980103,MIDBLOCK,All Moves,Missing Data,OHERNS ROAD,4600,420,0.09,2011
27694,MOORE ST S OF BALLARAT RD,BALLARAT RD/MOORE ST,144.90401257159704,-37.79654630243296,INTERSECTION,All Moves,MOORE STREET,MOORE STREET,11000,0,0.0,2013
40257,BAYSWATER RD S BD N OF CANTERBURY RD,BAYSWATER RD N OF CANTERBURY RD,145.26916818043136,-37.83132989639639,INTERSECTION,All Moves,CROYDON-SCORESBY ROAD,BAYSWATER ROAD,12000,0,0.0,2001
31543,STATION ST N OF HEIDELBERG RD,HEIDELBERG RD/STATION ST,145.0174214249006,-37.783203496570344,INTERSECTION,All Moves,FAIRFIELD-RESERVOIR ROAD,STATION STREET,0,0,0.0,0
16622,CHAPEL ST N OF PALERMO ST,CHAPEL ST/PALERMO ST,144.99562040642633,-37.83950231175098,INTERSECTION,All Moves,TOORAK ROAD,TOORAK ROAD,0,0,0.0,0
30473,CRAIGIEBURN RD EAST W OF HUME FWY OFFRAMP,CRAIGIEBURN RD EAST/HUME FWY OFFRAMP,144.94918299946036,-37.59999241036537,INTERSECTION,All Moves,CRAIGIEBURN ROAD,CRAIGIEBURN ROAD E,0,0,0.0,0
24607,NORTH RD E OF LILLIMUR RD,LILLIMUR RD & NORTH RD & WHEELER ST,145.0386119983687,-37.90376589038715,INTERSECTION,All Moves,NORTH ROAD HIGHWAY,NORTH ROAD,0,0,0.0,0
23433,GREAT VALLEY PDE UNDER S.E.ARTERIAL,GREAT VALLEY PDE UNDER S.E.ARTERIAL,145.0562539647231,-37.853777683284754,UNDEFINED,All Moves,Missing Data,GREAT VALLEY ROAD,0,0,0.0,0
38148,WEST FYANS ST W OF LATROBE TCE,FYANS ST & LATROBE TCE,144.3500453375556,-38.16027857357431,INTERSECTION,All Moves,NEWTOWN-WHITTINGTON ROAD,WEST FYANS STREET,6700,190,0.03,1998
31198,SOUTH GIPPSLAND HWY N BD 120M S OF MEADOWS RD @215.0KM FROM MELBOURNE,SOUTH GIPPSLAND HWY 120M S OF MEADOWS RD @215.0KM FROM MELBOURNE,146.66652555579205,-38.60398368190587,MIDBLOCK,All Moves,SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND HIGHWAY,1100,160,0.14,2014
32085,LYGON ST S OF ALBERT ST DEPARTURE,LYGON ST N OF ALBERT ST DEPARTURE,144.97189219188266,-37.77039749572371,INTERSECTION,All Moves,Missing Data,LYGON STREET,0,0,0.0,0
29000,WARBURTON HWY BTW SETTLEMENT RD & BRITANNIA CREEK RD,WARBURTON HWY BTW SETTLEMENT RD & BRITANNIA CREEK RD,145.64018299534706,-37.77788499512576,UNDEFINED,All Moves,WARBURTON HIGHWAY,WARBURTON HIGHWAY,0,0,0.0,0
13982,MOIRA ST NE OF MALVERN RD,MALVERN RD/MOIRA ST,145.0606815831061,-37.86779067087076,INTERSECTION,All Moves,Missing Data,MOIRA STREET,0,0,0.0,0
24569,MCKIMMIES RD W OF PLENTY RD,PLENTY RD/MCKIMMIES RD,145.06907519775504,-37.678795666145405,INTERSECTION,All Moves,Missing Data,MCKIMMIES ROAD,8100,0,0.0,2012
29908,LONSDALE ST SW OF ST FRANCIS ST,LONSDALE ST NR ST FRANCIS ST,144.96472977867802,-37.81156175882061,INTERSECTION,All Moves,Missing Data,LONSDALE STREET,0,0,0.0,0
35984,DALTON RD SWBD SW of SETTLEMENT RD,DALTON RD NNE OF SETTLEMENT RD,145.02743638176278,-37.68980509026283,INTERSECTION,All Moves,DALTON ROAD,DALTON ROAD,17000,680,0.04,1997
35074,MT ALEXANDER RD SE OF CAR PARK ACCESS,MT ALEXANDER RD/CAR PARK ACCESS,144.93789522466764,-37.78453327899429,INTERSECTION,All Moves,MOUNT ALEXANDER ROAD,MT ALEXANDER ROAD,0,0,0.0,0
7765,SURREY RD 12M BEFORE FIR ST,SURREY RD 12M BEFORE FIR ST,145.15694716181082,-37.81447418678868,INTERSECTION,Scheduled PubTpt Bus flow,BLACKBURN ROAD,SURREY ROAD,0,0,0.0,0
24721,KORUMBURRA-WARRAGUL RD S BD BTW QUEEN ST & TRINCA LA,KORUMBURRA-WARRAGUL RD BTW QUEEN ST & TRINCA LA,145.93064977427778,-38.16416870039527,MIDBLOCK,All Moves,KORUMBURRA-WARRAGUL ROAD,ALFRED STREET,9000,600,0.07,2012
24789,BRIDGEWATER-MALDON RD S Bd btwn MAIN ST & CEMETERY RD,BRIDGEWATER-MALDON RD BTWN CEMETERY RD & MAIN ST,143.9444331893186,-36.60649450080227,MIDBLOCK,All Moves,BRIDGEWATER-MALDON ROAD,BRIDGEWATER-MALDON ROAD,190,40,0.22,2014
34309,NICHOLSON ST S OF VICTORIA ST DEPARTURE,NICHOLSON ST N OF VICTORIA ST DEPARTURE,144.97972270560336,-37.77042330376064,INTERSECTION,All Moves,NICHOLSON STREET,NICHOLSON STREET,0,0,0.0,0
19933,WILLIAMSONS RD N OF DONCASTER RD,DONCASTER RD/TRAM RD/ELGAR RD/WILLIAMSONS RD,145.12474818841991,-37.78663609584283,INTERSECTION,Left Missing,WILLIAMSONS ROAD,WILLIAMSONS ROAD,16000,0,0.0,2005
35206,DERRIMUT RD N OF RAILWAY AV,DERRIMUT RD/RAILWAY AV,144.68015506460088,-37.892267800739795,INTERSECTION,All Moves,MELTON-WERRIBEE ROAD,DERRIMUT ROAD,0,0,0.0,0
32340,CENTRE RD W OF LINKS ACCESS,CENTRE RD/LINKS ACCESS,145.09159090806372,-37.92514624220883,INTERSECTION,All Moves,CENTRE ROAD,CENTRE ROAD,0,0,0.0,0
26885,KEILOR RD SE OF MATTHEWS AVE SE BD,KEILOR RD NR MATTHEWS AVE,144.89069703533326,-37.73667725277828,INTERSECTION,Not representative,KEILOR ROAD,KEILOR ROAD,0,0,0.0,0
26617,CHURCH ST N BD BTWN ELIZABETH ST & VICTORIA ST,CHURCH ST BTWN ELIZABETH ST & VICTORIA ST,145.0004097471944,-37.81182207918112,INTERSECTION,All Moves,Missing Data,ELIZABETH STREET,8300,310,0.04,2011
33655,PLENTY RD SW OF MURRAY RD TURNS ONLY,MURRAY RD & PLENTY RD TURNS ONLY,145.0114351626126,-37.73893048204119,INTERSECTION,Incomplete Through,WHITTLESEA ROAD,PLENTY ROAD,0,0,0.0,0
36041,MAROONDAH HWY 2WAY NE OF HEALESVILLE-KOOWEERUP RD,MAROONDAH HWY SNE OF HEALESVILLE-KOOWEERUP RD,145.5108345731815,-37.6720521826093,INTERSECTION,All Moves,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,0,0,0.0,0
30378,BORONIA RD AT LUSK DVE,BORONIA RD AT LUSK DVE,145.20037213783013,-37.839438093186544,INTERSECTION,All Moves,Missing Data,MORACK ROAD,0,0,0.0,0
30303,HUME FWY S BD 500M S OF EUROA MAIN RD @144.1KM POST,HUME FWY 500M S OF EUROA MAIN RD @144.1KM FROM MELBOURNE,145.56767820622025,-36.77584594778046,MIDBLOCK,All Moves,HUME FREEWAY,HUME FREEWAY,4900,1700,0.35,2014
11080,HIGH ST W OF PARK RD,HIGH ST NR PARK RD,145.00699870300883,-37.85370919005969,INTERSECTION,All Moves,HIGH STREET,HIGH STREET,0,0,0.0,0
11378,COOK ST SBD ON RAMP TO WEST GATE FWY,COOK ST ON RAMP TO WEST GATE FWY,144.9209425582754,-37.82873132989991,INTERSECTION,All Moves,5986B 2820R,WEST GATE IN-WEST GATE IN RAMP,8600,1500,0.18,2011
40496,COOPER ST W BD E OF HUME HWY,COOPER ST & HUME HWY & SOMERTON RD,144.96021628164536,-37.6448313055471,INTERSECTION,All Moves,COOPER STREET,COOPER STREET,0,0,0.0,0
32192,HOLDEN ST E OF NICHOLSON ST DEPARTURE,NICHOLSON ST N OF BRUNSWICK RD DEPARTURE,144.98028599762915,-37.77929546909068,INTERSECTION,All Moves,Missing Data,HOLDEN STREET,0,0,0.0,0
13952,PLENTY RD AT LIVINGSTONE PDE,PLENTY RD AT LIVINGSTONE PDE,145.00671619236823,-37.74492249544151,INTERSECTION,Scheduled PubTpt Tram flow,WHITTLESEA ROAD,PLENTY ROAD,0,0,0.0,0
12064,WARRANDYTE-RINGWOOD RD 5M OPP MULLENS RD,WARRANDYTE-RINGWOOD RD 5M OPP MULLENS RD,145.22910949639947,-37.738955298433616,INTERSECTION,Scheduled PubTpt Bus flow,RINGWOOD-WARRANDYTE ROAD,YARRA STREET,0,0,0.0,0
25291,CALDER HWY S BD BTW CARWARP RD & KIRBY LA,CALDER HWY BTW CARWARP RD & KIRBY LA,142.18647649812803,-34.33240130115673,MIDBLOCK,All Moves,CALDER HIGHWAY,CALDER HIGHWAY,660,160,0.24,2011
26166,HIGH ST S Bd btwn ADELINE ST & YANN ST,HIGH ST BTWN YANN ST & ADEINE ST,145.00262192037246,-37.74637479892873,MIDBLOCK,All Moves,Missing Data,HIGH STREET,7800,350,0.04,2013
30177,BONEO RD N OF MCCOMBE ST,BONEO RD/MCCOMBE ST,144.88957736403427,-38.36368299699383,INTERSECTION,All Moves,ROSEBUD-FLINDERS ROAD,BONEO ROAD,6000,0,0.0,2011
33974,SPRINGVALE RD S OF DINGLEY ARTERIAL,DINGLEY ARTERIAL & SPRINGVALE RD,145.14469909741476,-37.99085369690357,INTERSECTION,All Moves,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,CHELTENHAM ROAD,21000,860,0.04,2013
32176,WESTERN FWY BTW HOPKINS RD AND CLARKE RD,WESTERN FWY BTW HOPKINS RD AND CLARKE RD,144.72161591066012,-37.75048734261514,UNDEFINED,All Moves,WESTERN FREEWAY,WESTERN FREEWAY,0,0,0.0,0
31916,BEACH RD 50MTS EAST OF CHARMAN RD,BEACH RD 50MTS EAST OF CHARMAN RD,145.04900805413735,-37.98760608852308,INTERSECTION,All Moves,Missing Data,WELLS ROAD,0,0,0.0,0
26758,DAREBIN RD E OF HIGH ST,DAREBIN RD & HIGH ST,145.0060414154604,-37.76395033154192,INTERSECTION,All Moves,DAREBIN ROAD,DAREBIN ROAD,0,0,0.0,0
24053,BURWOOD HWY WEST OF MAHONEYS RD,BURWOOD HWY WEST OF MAHONEYS RD,145.15988410792647,-37.853863299460336,INTERSECTION,All Moves,BURWOOD HIGHWAY,BURWOOD HIGHWAY,0,0,0.0,0
34310,POUND RD (EXCL THRU) W OF SOUTH GIPPSLAND HWY ONRAMP,POUND RD (EXCL THRU) & SOUTH GIPPSLAND HWY ONRAMP FROM POUND RD,145.2448997859833,-38.026459548617254,INTERSECTION,On Ramp,POUND ROAD,POUND ROAD,0,0,0.0,0
30521,WRR OUTBOUND 800 M STH OF BOUNDARY RD,SVO_Map_LTD:506||SITE DESC: PENLINK EAST OF DERRIL RD,144.81219742703516,-37.82474737836879,INTERSECTION,All Moves,WESTERN RING ROAD,WESTERN RING ROAD,0,0,0.0,0
31995,GLADSTONE RD S OF HEATHERTON RD,GLADSTONE RD & HEATHERTON RD,145.2049832425977,-37.96921158817327,INTERSECTION,All Moves,Missing Data,GLADSTONE ROAD,8600,0,0.0,1987
34216,PLENTY RD S OF ACCESS RD,PLENTY RD/RIVERDALE BVD/ACCESS RD,145.08802821135313,-37.65122485543876,INTERSECTION,All Moves,MCDONALDS ROAD,MCDONALDS ROAD,0,0,0.0,0
27307,PRINCES HWY NW OF BEACONSFIELD-EMERALD RD,PRINCES HWY/BEACONSFIELD-EMERALD RD,145.3646800330124,-38.04241697513815,INTERSECTION,All Moves,BERWICK-BEACONSFIELD ROAD,HIGH STREET,0,0,0.0,0
29283,HENRY ST E OF CAVERSHAM DR,HENRY ST/VILLAGE WAY/CAVERSHAM DR,145.43774420273894,-38.07507287543376,INTERSECTION,All Moves,Missing Data,HENRY ROAD,0,0,0.0,0
29251,NORTH RD E OF HAWTHORN RD DEPARTURE,HAWTHORN RD N OF NORTH RD DEPARTURE,145.02258639920083,-37.90176057477488,INTERSECTION,All Moves,NORTH ROAD HIGHWAY,NORTH ROAD,0,0,0.0,0
